term,stem,count,sample_size,ratio,google_w2v_x,google_w2v_y
"diplomat","diplomat",7,10000,0.0007,-0.695883442353,0.635831506406
"congress","congress",7,10000,0.0007,0.148512216623,0.424012281708
"pandering","pander",7,10000,0.0007,-0.449802410525,0.557394368715
"opal","opal",7,10000,0.0007,0.19881933282,-0.385833951198
"stagnation","stagnat",7,10000,0.0007,-0.399732840677,0.471572318889
"kick","kick",7,10000,0.0007,-0.338946247643,-0.643295219333
"indefinite","indefinit",7,10000,0.0007,-0.474881434614,-0.482294987402
"ballot","ballot",7,10000,0.0007,-0.87598060891,0.271450479282
"tide","tide",7,10000,0.0007,-0.378831893935,0.0206739629138
"adopt","adopt",7,10000,0.0007,-0.4481908531,-0.459883117501
"de","de",7,10000,0.0007,0.593369832653,-0.676315124598
"globalisation","globalis",7,10000,0.0007,,
"inciting","incit",7,10000,0.0007,-0.536650648088,-0.0703696011383
"retain","retain",7,10000,0.0007,-0.531242842347,-0.710303759583
"dangers","danger",7,10000,0.0007,-0.572173931493,-0.336902629043
"responding","respond",7,10000,0.0007,-0.747578985758,-0.668950875782
"city's","citi",7,10000,0.0007,0.340976607685,-0.354071746755
"austerity","auster",7,10000,0.0007,-0.295998031497,1.108199751
"spreading","spread",7,10000,0.0007,-0.313048047856,-0.411310360203
"john","john",7,10000,0.0007,1.50427812907,-0.436866025046
"priority","prioriti",7,10000,0.0007,-0.707479068584,-0.564504664104
"scottish","scottish",7,10000,0.0007,1.36075183972,0.112798161741
"sweeping","sweep",7,10000,0.0007,-0.59195578546,-0.320386498015
"rapists","rapist",7,10000,0.0007,-0.141076208315,0.429696964179
"getty","getti",7,10000,0.0007,0.237684110516,-0.360805524488
"fleeing","flee",7,10000,0.0007,-0.6455477312,-0.154103023669
"gaps","gap",7,10000,0.0007,-0.494726397504,-0.418364601189
"caribbean","caribbean",7,10000,0.0007,1.50104063678,-0.307936690041
"struggles","struggl",7,10000,0.0007,-0.692837384843,-0.267479526493
"wars","war",7,10000,0.0007,0.0545230185076,0.261155014165
"abbott","abbott",7,10000,0.0007,0.674860696294,-0.367050838099
"forgotten","forgotten",7,10000,0.0007,-0.350070353752,-0.169337772454
"euro","euro",7,10000,0.0007,0.148964624928,0.499686201293
"tensions","tension",7,10000,0.0007,-0.993120291707,0.502426089945
"deutschland","deutschland",7,10000,0.0007,0.759100680334,-0.281570078312
"prosperity","prosper",7,10000,0.0007,-0.526250848029,0.631415072834
"resonates","reson",7,10000,0.0007,-0.854727164321,-0.237939716578
"slams","slam",7,10000,0.0007,-0.342932343313,-0.935796561247
"asylum-seekers","asylum-seek",7,10000,0.0007,,
"perceived","perceiv",7,10000,0.0007,-0.511945677978,-0.219015027747
"pakistan","pakistan",7,10000,0.0007,2.05204259234,0.428637147265
"mayor","mayor",7,10000,0.0007,-0.62698699051,0.16903844035
"commonwealth","commonwealth",7,10000,0.0007,-0.16843175453,-0.0268966443394
"amsterdam","amsterdam",7,10000,0.0007,1.2572838679,-0.0719799425432
"peer","peer",7,10000,0.0007,-0.199349862351,-0.426897956679
"popularity","popular",7,10000,0.0007,-0.552101836712,-0.019384119748
"undercutting","undercut",7,10000,0.0007,-0.506057958597,-0.528717600314
"anti-establishment","anti-establish",7,10000,0.0007,-1.18731622232,0.918337131862
"center-right","center-right",7,10000,0.0007,,
"tan","tan",7,10000,0.0007,0.12950845131,-0.237966610498
"poisonous","poison",7,10000,0.0007,-0.201330010273,0.118538051076
"inquiry","inquiri",7,10000,0.0007,-0.645527691627,-0.233438403823
"fringe","fring",7,10000,0.0007,-0.296344876733,0.150661159929
"brothers","brother",7,10000,0.0007,-0.38404425484,-0.176618343399
"researchers","research",7,10000,0.0007,-0.418647597938,-0.262570172587
"excluded","exclud",7,10000,0.0007,-0.482888956155,-0.421985310185
"catholic","cathol",7,10000,0.0007,0.570640711834,0.58171529553
"risks","risk",7,10000,0.0007,-0.505041093129,-0.387929840403
"capitalism","capit",7,10000,0.0007,-0.125651377568,1.06207607029
"dieselgate","dieselg",7,10000,0.0007,,
"resort","resort",7,10000,0.0007,-0.395290362499,-0.425946754702
"shortages","shortag",7,10000,0.0007,-0.804956139417,-0.144312016785
"deficit","deficit",7,10000,0.0007,-0.676564844,0.286688361272
"aggressive","aggress",7,10000,0.0007,-0.615228040653,-0.547092157247
"demonising","demonis",7,10000,0.0007,,
"academics","academ",7,10000,0.0007,-0.460967125369,0.169501508053
"1,000","1,000",7,10000,0.0007,,
"posed","pose",7,10000,0.0007,-0.621180766803,-0.782603805836
