term,stem,count,sample_size,ratio,google_w2v_x,google_w2v_y
"lse","lse",23,10000,0.0023,1.07928602145,-0.255620472417
"gloomy","gloomi",23,10000,0.0023,-0.65539623193,0.0778347290967
"emmanuel","emmanuel",23,10000,0.0023,,
"margaret","margaret",23,10000,0.0023,1.38881139123,-0.142145568316
"plunge","plung",23,10000,0.0023,-0.465072443229,-0.151477210614
"borders","border",23,10000,0.0023,-0.318996705638,0.208662913966
"dip","dip",23,10000,0.0023,-0.3074022055,-0.306903714169
"convince","convinc",22,10000,0.0022,-0.33074166873,-0.755329491044
"competitiveness","competit",22,10000,0.0022,-0.608726005022,0.360734132634
"english","english",22,10000,0.0022,1.65835106888,0.0487836810725
"bn","bn",22,10000,0.0022,0.130824455431,0.583332115343
"powerhouse","powerhous",22,10000,0.0022,-0.546039559676,-0.407085957726
"blair","blair",22,10000,0.0022,1.46136864499,-0.249969785755
"australia","australia",22,10000,0.0022,2.34157162209,0.111218188558
"dem","dem",22,10000,0.0022,1.42199703936,-0.269223716033
"rely","reli",22,10000,0.0022,-0.582814206613,-0.737843704891
"digital","digit",22,10000,0.0022,-0.237438594325,-0.265572587489
"blamed","blame",22,10000,0.0022,-0.63077398591,-0.793489936357
"jonathan","jonathan",22,10000,0.0022,1.70132036719,0.224769698771
"morgan","morgan",22,10000,0.0022,1.85474068103,-0.418189194301
"party's","parti",22,10000,0.0022,0.638190311842,0.341032583612
"republicans","republican",22,10000,0.0022,0.658960811252,0.58418887494
"corruption","corrupt",22,10000,0.0022,-0.414661331974,0.655005928758
"ian","ian",21,10000,0.0021,0.650447082545,-0.529269766987
"respondents","respond",21,10000,0.0021,-0.622592107873,0.14578469504
"reflecting","reflect",21,10000,0.0021,-0.441478840777,-0.341726165938
"thinktank","thinktank",21,10000,0.0021,-0.396967760525,0.599656943932
"juncker","juncker",21,10000,0.0021,,
"wto","wto",21,10000,0.0021,0.295812329616,0.112365244339
"subdued","subdu",21,10000,0.0021,-0.771039147485,-0.414297076358
"bcc","bcc",21,10000,0.0021,0.700390823394,0.0555636203002
"lib","lib",21,10000,0.0021,1.40792222581,0.22234437135
"arguments","argument",21,10000,0.0021,-0.431565710269,-0.148303839934
"efta","efta",21,10000,0.0021,,
"expand","expand",21,10000,0.0021,-0.729969397606,-0.758666833935
"thrive","thrive",21,10000,0.0021,-0.543356111613,-0.734381910316
"turkey","turkey",21,10000,0.0021,0.0569841135863,-0.176916771148
"easing","eas",21,10000,0.0021,-0.625151929654,-0.0860221834376
"commons","common",21,10000,0.0021,-0.00734685614145,-0.0437772359214
"adopt","adopt",21,10000,0.0021,-0.414514662715,-0.380222669821
"thiru","thiru",21,10000,0.0021,,
"cohn","cohn",21,10000,0.0021,0.200373710415,-0.219606121651
"broadly","broad",21,10000,0.0021,-0.531580663347,0.182073195615
"banker","banker",21,10000,0.0021,-0.297561813951,0.229425172728
"ideology","ideolog",21,10000,0.0021,-0.403296084422,0.680561949179
"outcomes","outcom",21,10000,0.0021,-0.493396125331,-0.0341779242893
"headline","headlin",21,10000,0.0021,-0.228209853333,-0.0666656230692
"assuming","assum",20,10000,0.002,-0.26749403934,-0.491586846784
"devastating","devast",20,10000,0.002,-0.592551508531,-0.455479729681
"cameron","cameron",20,10000,0.002,1.43015533726,-0.15908866088
"catalonia","catalonia",20,10000,0.002,,
"inactive","inact",20,10000,0.002,-0.433050526511,-0.780781428811
"congress","congress",20,10000,0.002,0.196149521391,0.373880396101
"crises","crise",20,10000,0.002,-0.708032637698,0.968279460302
"stephen","stephen",20,10000,0.002,2.11151078771,-0.183377108576
"wales","wale",20,10000,0.002,1.34565417521,0.0580124925156
"timing","time",20,10000,0.002,-0.652479447502,-0.611440464921
"declined","declin",20,10000,0.002,-0.817570419757,-0.795098068243
"mainstream","mainstream",20,10000,0.002,-0.215408557189,-0.0323691000275
"turbulence","turbul",20,10000,0.002,-0.799540696176,0.495683667104
"restore","restor",20,10000,0.002,-0.434711177189,-0.702946830068
"southern","southern",20,10000,0.002,-0.339838832403,-0.319892354899
"suren","suren",20,10000,0.002,,
"revival","reviv",20,10000,0.002,-0.618944481638,-0.0665846054735
"tony","toni",20,10000,0.002,0.574397913802,-0.348373646345
"sturgeon","sturgeon",20,10000,0.002,-0.260396356424,0.220481156987
"renewed","renew",20,10000,0.002,-0.747924484008,-0.517100448096
"stance","stanc",20,10000,0.002,-0.536062831565,-0.359106446967
"mexico","mexico",20,10000,0.002,2.31414538426,0.386390951276
"rebound","rebound",20,10000,0.002,-0.822720364829,-0.0552483566529
"1.8","1.8",20,10000,0.002,,
